られや	動詞,接尾,*,*,一段,未然形・や挿入,られる,ラレヤ,ラレヤ
借換えや	動詞,自立,*,*,一段,未然形・や挿入,借換える,カリカエヤ,カリカエヤ
おしかくせや	動詞,自立,*,*,一段,未然形・や挿入,おしかくせる,オシカクセヤ,オシカクセヤ
育てや	動詞,自立,*,*,一段,未然形・や挿入,育てる,ソダテヤ,ソダテヤ
書き上げや	動詞,自立,*,*,一段,未然形・や挿入,書き上げる,カキアゲヤ,カキアゲヤ
矧げや	動詞,自立,*,*,一段,未然形・や挿入,矧げる,ハゲヤ,ハゲヤ
さぐりあてや	動詞,自立,*,*,一段,未然形・や挿入,さぐりあてる,サグリアテヤ,サグリアテヤ
ふかめや	動詞,自立,*,*,一段,未然形・や挿入,ふかめる,フカメヤ,フカメヤ
ほりさげや	動詞,自立,*,*,一段,未然形・や挿入,ほりさげる,ホリサゲヤ,ホリサゲヤ
もたせかけや	動詞,自立,*,*,一段,未然形・や挿入,もたせかける,モタセカケヤ,モタセカケヤ
わらえや	動詞,自立,*,*,一段,未然形・や挿入,わらえる,ワラエヤ,ワラエヤ
据付けや	動詞,自立,*,*,一段,未然形・や挿入,据付ける,スエツケヤ,スエツケヤ
焦げや	動詞,自立,*,*,一段,未然形・や挿入,焦げる,コゲヤ,コゲヤ
おしつめや	動詞,自立,*,*,一段,未然形・や挿入,おしつめる,オシツメヤ,オシツメヤ
隠れや	動詞,自立,*,*,一段,未然形・や挿入,隠れる,カクレヤ,カクレヤ
寄せ付けや	動詞,自立,*,*,一段,未然形・や挿入,寄せ付ける,ヨセツケヤ,ヨセツケヤ
だきこめや	動詞,自立,*,*,一段,未然形・や挿入,だきこめる,ダキコメヤ,ダキコメヤ
言いたてや	動詞,自立,*,*,一段,未然形・や挿入,言いたてる,イイタテ,イータテヤ
組み合せや	動詞,自立,*,*,一段,未然形・や挿入,組み合せる,クミアワセヤ,クミアワセヤ
入れあげや	動詞,自立,*,*,一段,未然形・や挿入,入れあげる,イレアゲヤ,イレアゲヤ
暴れや	動詞,自立,*,*,一段,未然形・や挿入,暴れる,アバレヤ,アバレヤ
なげかけや	動詞,自立,*,*,一段,未然形・や挿入,なげかける,ナゲカケヤ,ナゲカケヤ
荒れ果てや	動詞,自立,*,*,一段,未然形・や挿入,荒れ果てる,アレハテヤ,アレハテヤ
噎せや	動詞,自立,*,*,一段,未然形・や挿入,噎せる,ムセヤ,ムセヤ
ひきとれや	動詞,自立,*,*,一段,未然形・や挿入,ひきとれる,ヒキトレヤ,ヒキトレヤ
あらしめや	動詞,自立,*,*,一段,未然形・や挿入,あらしめる,アラシメヤ,アラシメヤ
うちくだけや	動詞,自立,*,*,一段,未然形・や挿入,うちくだける,ウチクダケヤ,ウチクダケヤ
つどえや	動詞,自立,*,*,一段,未然形・や挿入,つどえる,ツドエヤ,ツドエヤ
変えや	動詞,自立,*,*,一段,未然形・や挿入,変える,カエヤ,カエヤ
どやしつけや	動詞,自立,*,*,一段,未然形・や挿入,どやしつける,ドヤシツケヤ,ドヤシツケヤ
消えうせや	動詞,自立,*,*,一段,未然形・や挿入,消えうせる,キエウセヤ,キエウセヤ
叩き付けや	動詞,自立,*,*,一段,未然形・や挿入,叩き付ける,タタキツケヤ,タタキツケヤ
抜き連ねや	動詞,自立,*,*,一段,未然形・や挿入,抜き連ねる,ヌキツラネヤ,ヌキツラネヤ
のこせや	動詞,自立,*,*,一段,未然形・や挿入,のこせる,ノコセヤ,ノコセヤ
表せや	動詞,自立,*,*,一段,未然形・や挿入,表せる,アラワセヤ,アラワセヤ
差入れや	動詞,自立,*,*,一段,未然形・や挿入,差入れる,サシイレヤ,サシイレヤ
取り外せや	動詞,自立,*,*,一段,未然形・や挿入,取り外せる,トリハズセヤ,トリハズセヤ
まん延すや	動詞,自立,*,*,一段,未然形・や挿入,まん延する,マンエンスヤ,マンエンスヤ
なでつけや	動詞,自立,*,*,一段,未然形・や挿入,なでつける,ナデツケヤ,ナデツケヤ
吊上げや	動詞,自立,*,*,一段,未然形・や挿入,吊上げる,ツリアゲヤ,ツリアゲヤ
吹きかけや	動詞,自立,*,*,一段,未然形・や挿入,吹きかける,フキカケヤ,フキカケヤ
こき使えや	動詞,自立,*,*,一段,未然形・や挿入,こき使える,コキツカエヤ,コキツカエヤ
かこえや	動詞,自立,*,*,一段,未然形・や挿入,かこえる,カコエヤ,カコエヤ
とりもどせや	動詞,自立,*,*,一段,未然形・や挿入,とりもどせる,トリモドセヤ,トリモドセヤ
なげすてや	動詞,自立,*,*,一段,未然形・や挿入,なげすてる,ナゲステヤ,ナゲステヤ
刺違えや	動詞,自立,*,*,一段,未然形・や挿入,刺違える,サシチガエヤ,サシチガエヤ
つぶせや	動詞,自立,*,*,一段,未然形・や挿入,つぶせる,ツブセヤ,ツブセヤ
のぼれや	動詞,自立,*,*,一段,未然形・や挿入,のぼれる,ノボレヤ,ノボレヤ
盛り分けや	動詞,自立,*,*,一段,未然形・や挿入,盛り分ける,モリワケヤ,モリワケヤ
うまれや	動詞,自立,*,*,一段,未然形・や挿入,うまれる,ウマレヤ,ウマレヤ
大人びや	動詞,自立,*,*,一段,未然形・や挿入,大人びる,オトナビヤ,オトナビヤ
贏ち得えや	動詞,自立,*,*,一段,未然形・や挿入,贏ち得える,カチエヤ,カチエヤ
差しいれや	動詞,自立,*,*,一段,未然形・や挿入,差しいれる,サシイレヤ,サシイレヤ
かきつけや	動詞,自立,*,*,一段,未然形・や挿入,かきつける,カキツケヤ,カキツケヤ
重ねや	動詞,自立,*,*,一段,未然形・や挿入,重ねる,カサネヤ,カサネヤ
乗り後れや	動詞,自立,*,*,一段,未然形・や挿入,乗り後れる,ノリオクレヤ,ノリオクレヤ
締付けや	動詞,自立,*,*,一段,未然形・や挿入,締付ける,シメツケヤ,シメツケヤ
取り揃えや	動詞,自立,*,*,一段,未然形・や挿入,取り揃える,トリソロエヤ,トリソロエヤ
のりかえや	動詞,自立,*,*,一段,未然形・や挿入,のりかえる,ノリカエヤ,ノリカエヤ
ふき清めや	動詞,自立,*,*,一段,未然形・や挿入,ふき清める,フキキヨメヤ,フキキヨメヤ
言い込めや	動詞,自立,*,*,一段,未然形・や挿入,言い込める,イイコメ,イーコメヤ
寝付けや	動詞,自立,*,*,一段,未然形・や挿入,寝付ける,ネツケヤ,ネツケヤ
肥えや	動詞,自立,*,*,一段,未然形・や挿入,肥える,コエヤ,コエヤ
上り詰めるや	動詞,自立,*,*,一段,未然形・や挿入,上り詰めるる,ノボリツメルヤ,ノボリツメルヤ
捨てや	動詞,自立,*,*,一段,未然形・や挿入,捨てる,ステヤ,ステヤ
神さびや	動詞,自立,*,*,一段,未然形・や挿入,神さびる,カミサビヤ,カミサビヤ
添いとげや	動詞,自立,*,*,一段,未然形・や挿入,添いとげる,ソイトゲヤ,ソイトゲヤ
きこえや	動詞,自立,*,*,一段,未然形・や挿入,きこえる,キコエヤ,キコエヤ
さけや	動詞,自立,*,*,一段,未然形・や挿入,さける,サケヤ,サケヤ
たちなおれや	動詞,自立,*,*,一段,未然形・や挿入,たちなおれる,タチナオレヤ,タチナオレヤ
書けや	動詞,自立,*,*,一段,未然形・や挿入,書ける,カケヤ,カケヤ
なぐさめや	動詞,自立,*,*,一段,未然形・や挿入,なぐさめる,ナグサメヤ,ナグサメヤ
出迎えや	動詞,自立,*,*,一段,未然形・や挿入,出迎える,デムカエヤ,デムカエヤ
申し送れや	動詞,自立,*,*,一段,未然形・や挿入,申し送れる,モウシオクレ,モーシオクレヤ
仰せつけや	動詞,自立,*,*,一段,未然形・や挿入,仰せつける,オオセツケ,オーセツケヤ
にんじや	動詞,自立,*,*,一段,未然形・や挿入,にんじる,ニンジヤ,ニンジヤ
入れ換えや	動詞,自立,*,*,一段,未然形・や挿入,入れ換える,イレカエヤ,イレカエヤ
つれそえや	動詞,自立,*,*,一段,未然形・や挿入,つれそえる,ツレソエヤ,ツレソエヤ
やしなえや	動詞,自立,*,*,一段,未然形・や挿入,やしなえる,ヤシナエヤ,ヤシナエヤ
たがやせや	動詞,自立,*,*,一段,未然形・や挿入,たがやせる,タガヤセヤ,タガヤセヤ
できや	動詞,非自立,*,*,一段,未然形・や挿入,できる,デキヤ,デキヤ
わかせや	動詞,自立,*,*,一段,未然形・や挿入,わかせる,ワカセヤ,ワカセヤ
ねぢ伏せや	動詞,自立,*,*,一段,未然形・や挿入,ねぢ伏せる,ネヂフセヤ,ネヂフセヤ
問詰めや	動詞,自立,*,*,一段,未然形・や挿入,問詰める,トイツメヤ,トイツメヤ
ぶらさがれや	動詞,自立,*,*,一段,未然形・や挿入,ぶらさがれる,ブラサガレヤ,ブラサガレヤ
だきすくめや	動詞,自立,*,*,一段,未然形・や挿入,だきすくめる,ダキスクメヤ,ダキスクメヤ
打ち崩せや	動詞,自立,*,*,一段,未然形・や挿入,打ち崩せる,ウチクズセヤ,ウチクズセヤ
切り換えや	動詞,自立,*,*,一段,未然形・や挿入,切り換える,キリカエヤ,キリカエヤ
腹だてや	動詞,自立,*,*,一段,未然形・や挿入,腹だてる,ハラダテヤ,ハラダテヤ
借れや	動詞,自立,*,*,一段,未然形・や挿入,借れる,カレヤ,カレヤ
ひきうけや	動詞,自立,*,*,一段,未然形・や挿入,ひきうける,ヒキウケヤ,ヒキウケヤ
たてこめや	動詞,自立,*,*,一段,未然形・や挿入,たてこめる,タテコメヤ,タテコメヤ
窺えや	動詞,自立,*,*,一段,未然形・や挿入,窺える,ウカガエヤ,ウカガエヤ
たわむれや	動詞,自立,*,*,一段,未然形・や挿入,たわむれる,タワムレヤ,タワムレヤ
はねつけや	動詞,自立,*,*,一段,未然形・や挿入,はねつける,ハネツケヤ,ハネツケヤ
かさねや	動詞,自立,*,*,一段,未然形・や挿入,かさねる,カサネヤ,カサネヤ
うかび出や	動詞,自立,*,*,一段,未然形・や挿入,うかび出る,ウカビデヤ,ウカビデヤ
濁せや	動詞,自立,*,*,一段,未然形・や挿入,濁せる,ニゴセヤ,ニゴセヤ
報じや	動詞,自立,*,*,一段,未然形・や挿入,報じる,ホウジ,ホージヤ
盗み出せや	動詞,自立,*,*,一段,未然形・や挿入,盗み出せる,ヌスミダセヤ,ヌスミダセヤ
褪せや	動詞,自立,*,*,一段,未然形・や挿入,褪せる,アセヤ,アセヤ
踏ん張れや	動詞,自立,*,*,一段,未然形・や挿入,踏ん張れる,フンバレヤ,フンバレヤ
ねぎれや	動詞,自立,*,*,一段,未然形・や挿入,ねぎれる,ネギレヤ,ネギレヤ
ずばぬけや	動詞,自立,*,*,一段,未然形・や挿入,ずばぬける,ズバヌケヤ,ズバヌケヤ
畳みかけや	動詞,自立,*,*,一段,未然形・や挿入,畳みかける,タタミカケヤ,タタミカケヤ
きれや	動詞,自立,*,*,一段,未然形・や挿入,きれる,キレヤ,キレヤ
くわせや	動詞,自立,*,*,一段,未然形・や挿入,くわせる,クワセヤ,クワセヤ
打ち付けや	動詞,自立,*,*,一段,未然形・や挿入,打ち付ける,ウチツケヤ,ウチツケヤ
いけや	動詞,自立,*,*,一段,未然形・や挿入,いける,イケヤ,イケヤ
浮き立てや	動詞,自立,*,*,一段,未然形・や挿入,浮き立てる,ウキタテヤ,ウキタテヤ
くずれや	動詞,自立,*,*,一段,未然形・や挿入,くずれる,クズレヤ,クズレヤ
射や	動詞,自立,*,*,一段,未然形・や挿入,射る,イヤ,イヤ
におわせや	動詞,自立,*,*,一段,未然形・や挿入,におわせる,ニオワセヤ,ニオワセヤ
切り崩せや	動詞,自立,*,*,一段,未然形・や挿入,切り崩せる,キリクズセヤ,キリクズセヤ
憎まれや	動詞,自立,*,*,一段,未然形・や挿入,憎まれる,ニクマレヤ,ニクマレヤ
預けや	動詞,自立,*,*,一段,未然形・や挿入,預ける,アヅケヤ,アヅケヤ
よせつけや	動詞,自立,*,*,一段,未然形・や挿入,よせつける,ヨセツケヤ,ヨセツケヤ
わらわせや	動詞,自立,*,*,一段,未然形・や挿入,わらわせる,ワラワセヤ,ワラワセヤ
投げ捨てや	動詞,自立,*,*,一段,未然形・や挿入,投げ捨てる,ナゲステヤ,ナゲステヤ
振り掛けや	動詞,自立,*,*,一段,未然形・や挿入,振り掛ける,フリカケヤ,フリカケヤ
見出せや	動詞,自立,*,*,一段,未然形・や挿入,見出せる,ミダセヤ,ミダセヤ
揚げや	動詞,自立,*,*,一段,未然形・や挿入,揚げる,アゲヤ,アゲヤ
綴合せや	動詞,自立,*,*,一段,未然形・や挿入,綴合せる,ツヅリアワセヤ,ツヅリアワセヤ
突き戻せや	動詞,自立,*,*,一段,未然形・や挿入,突き戻せる,ツキモドセヤ,ツキモドセヤ
つたえや	動詞,自立,*,*,一段,未然形・や挿入,つたえる,ツタエヤ,ツタエヤ
取止めや	動詞,自立,*,*,一段,未然形・や挿入,取止める,トリヤメヤ,トリヤメヤ
悶えや	動詞,自立,*,*,一段,未然形・や挿入,悶える,モダエヤ,モダエヤ
続けや	動詞,自立,*,*,一段,未然形・や挿入,続ける,ツヅケヤ,ツヅケヤ
かいたたけや	動詞,自立,*,*,一段,未然形・や挿入,かいたたける,カイタタケヤ,カイタタケヤ
習えや	動詞,自立,*,*,一段,未然形・や挿入,習える,ナラエヤ,ナラエヤ
せめおとせや	動詞,自立,*,*,一段,未然形・や挿入,せめおとせる,セメオトセヤ,セメオトセヤ
かしげや	動詞,自立,*,*,一段,未然形・や挿入,かしげる,カシゲヤ,カシゲヤ
みのがせや	動詞,自立,*,*,一段,未然形・や挿入,みのがせる,ミノガセヤ,ミノガセヤ
のりくめや	動詞,自立,*,*,一段,未然形・や挿入,のりくめる,ノリクメヤ,ノリクメヤ
もちいや	動詞,自立,*,*,一段,未然形・や挿入,もちいる,モチイヤ,モチイヤ
かたむけや	動詞,自立,*,*,一段,未然形・や挿入,かたむける,カタムケヤ,カタムケヤ
証拠立てや	動詞,自立,*,*,一段,未然形・や挿入,証拠立てる,ショウコダテ,ショーコダテヤ
屈めや	動詞,自立,*,*,一段,未然形・や挿入,屈める,カガメヤ,カガメヤ
屈めや	動詞,自立,*,*,一段,未然形・や挿入,屈める,コゴメヤ,コゴメヤ
凭せ掛けや	動詞,自立,*,*,一段,未然形・や挿入,凭せ掛ける,モタセカケヤ,モタセカケヤ
ひねや	動詞,自立,*,*,一段,未然形・や挿入,ひねる,ヒネヤ,ヒネヤ
出外れや	動詞,自立,*,*,一段,未然形・や挿入,出外れる,デハズレヤ,デハズレヤ
立ち後れや	動詞,自立,*,*,一段,未然形・や挿入,立ち後れる,タチオクレヤ,タチオクレヤ
賄えや	動詞,自立,*,*,一段,未然形・や挿入,賄える,マカナエヤ,マカナエヤ
組合せや	動詞,自立,*,*,一段,未然形・や挿入,組合せる,クミアワセヤ,クミアワセヤ
減じや	動詞,自立,*,*,一段,未然形・や挿入,減じる,ゲンジヤ,ゲンジヤ
投げ出せや	動詞,自立,*,*,一段,未然形・や挿入,投げ出せる,ナゲダセヤ,ナゲダセヤ
見透かせや	動詞,自立,*,*,一段,未然形・や挿入,見透かせる,ミスカセヤ,ミスカセヤ
かたりこめや	動詞,自立,*,*,一段,未然形・や挿入,かたりこめる,カタリコメヤ,カタリコメヤ
おもいがけや	動詞,自立,*,*,一段,未然形・や挿入,おもいがける,オモイガケヤ,オモイガケヤ
とりつげや	動詞,自立,*,*,一段,未然形・や挿入,とりつげる,トリツゲヤ,トリツゲヤ
見付けや	動詞,自立,*,*,一段,未然形・や挿入,見付ける,ミツケヤ,ミツケヤ
あかめや	動詞,自立,*,*,一段,未然形・や挿入,あかめる,アカメヤ,アカメヤ
攣れや	動詞,自立,*,*,一段,未然形・や挿入,攣れる,ツレヤ,ツレヤ
