引き込み	動詞,自立,*,*,五段・マ行,命令k,引き込む,ヒキコミ,ヒキコミ
いぶり	動詞,自立,*,*,五段・ラ行,命令k,いぶる,イブリ,イブリ
こみ	動詞,自立,*,*,五段・マ行,命令k,こむ,コミ,コミ
割引き	動詞,自立,*,*,五段・カ行イ音便,命令k,割引く,ワリビキ,ワリビキ
踏みとどまれ	動詞,自立,*,*,一段,命令k,踏みとどまれる,フミトドマレ,フミトドマレ
着き	動詞,自立,*,*,五段・カ行イ音便,命令k,着く,ツキ,ツキ
かまい	動詞,自立,*,*,五段・ワ行促音便,命令k,かまう,カマイ,カマイ
泊り	動詞,自立,*,*,五段・ラ行,命令k,泊る,トマリ,トマリ
戸惑い	動詞,自立,*,*,五段・ワ行ウ音便,命令k,戸惑う,トマドイ,トマドイ
目立ち	動詞,自立,*,*,五段・タ行,命令k,目立つ,メダチ,メダチ
し	動詞,自立,*,*,サ変・スル,命令k,する,シ,シ
しい	動詞,自立,*,*,サ変・スル,命令k,する,シイ,シー
せ	動詞,自立,*,*,サ変・スル,命令k,する,セ,セ
せえ	動詞,自立,*,*,サ変・スル,命令k,する,セエ,セー
媚び	動詞,自立,*,*,一段,命令k,媚びる,コビ,コビ
問いかけ	動詞,自立,*,*,一段,命令k,問いかける,トイカケ,トイカケ
向かい	動詞,自立,*,*,五段・ワ行促音便,命令k,向かう,ムカイ,ムカイ
運び	動詞,自立,*,*,五段・バ行,命令k,運ぶ,ハコビ,ハコビ
焚き	動詞,自立,*,*,五段・カ行イ音便,命令k,焚く,タキ,タキ
してやり	動詞,自立,*,*,五段・ラ行,命令k,してやる,シテヤリ,シテヤリ
うえ	動詞,自立,*,*,一段,命令k,うえる,ウエ,ウエ
化け	動詞,自立,*,*,一段,命令k,化ける,バケ,バケ
あからみ	動詞,自立,*,*,五段・マ行,命令k,あからむ,アカラミ,アカラミ
指さし	動詞,自立,*,*,五段・サ行,命令k,指さす,ユビサシ,ユビサシ
払い出し	動詞,自立,*,*,五段・サ行,命令k,払い出す,ハライダシ,ハライダシ
かかり	動詞,自立,*,*,五段・ラ行,命令k,かかる,カカリ,カカリ
しめし	動詞,自立,*,*,五段・サ行,命令k,しめす,シメシ,シメシ
やけ	動詞,自立,*,*,一段,命令k,やける,ヤケ,ヤケ
しょぼくれ	動詞,自立,*,*,一段,命令k,しょぼくれる,ショボクレ,ショボクレ
織り	動詞,自立,*,*,五段・ラ行,命令k,織る,オリ,オリ
探せ	動詞,自立,*,*,一段,命令k,探せる,サガセ,サガセ
食べ	動詞,自立,*,*,一段,命令k,食べる,タベ,タベ
煩わし	動詞,自立,*,*,五段・サ行,命令k,煩わす,ワズラワシ,ワズラワシ
推し	動詞,自立,*,*,五段・サ行,命令k,推す,オシ,オシ
とき	動詞,自立,*,*,五段・カ行イ音便,命令k,とく,トキ,トキ
馬鹿げ	動詞,自立,*,*,一段,命令k,馬鹿げる,バカゲ,バカゲ
あこがれ	動詞,自立,*,*,一段,命令k,あこがれる,アコガレ,アコガレ
襲われ	動詞,自立,*,*,一段,命令k,襲われる,オソワレ,オソワレ
使い分け	動詞,自立,*,*,一段,命令k,使い分ける,ツカイワケ,ツカイワケ
伏せ	動詞,自立,*,*,一段,命令k,伏せる,フセ,フセ
とがめ	動詞,自立,*,*,一段,命令k,とがめる,トガメ,トガメ
聞き入れ	動詞,自立,*,*,一段,命令k,聞き入れる,キキイレ,キキイレ
つとめ	動詞,自立,*,*,一段,命令k,つとめる,ツトメ,ツトメ
飛び	動詞,自立,*,*,五段・バ行,命令k,飛ぶ,トビ,トビ
このみ	動詞,自立,*,*,五段・マ行,命令k,このむ,コノミ,コノミ
うせ	動詞,自立,*,*,一段,命令k,うせる,ウセ,ウセ
突き刺し	動詞,自立,*,*,五段・サ行,命令k,突き刺す,ツキサシ,ツキサシ
なおし	動詞,自立,*,*,五段・サ行,命令k,なおす,ナオシ,ナオシ
使い果たし	動詞,自立,*,*,五段・サ行,命令k,使い果たす,ツカイハタシ,ツカイハタシ
送り出し	動詞,自立,*,*,五段・サ行,命令k,送り出す,オクリダシ,オクリダシ
過ごし	動詞,自立,*,*,五段・サ行,命令k,過ごす,スゴシ,スゴシ
画し	動詞,自立,*,*,五段・サ行,命令k,画す,カクシ,カクシ
しめ	動詞,接尾,*,*,一段,命令k,しめる,シメ,シメ
現れ	動詞,自立,*,*,一段,命令k,現れる,アラワレ,アラワレ
盛り	動詞,自立,*,*,五段・ラ行,命令k,盛る,モリ,モリ
残し	動詞,自立,*,*,五段・サ行,命令k,残す,ノコシ,ノコシ
あしらい	動詞,自立,*,*,五段・ワ行促音便,命令k,あしらう,アシライ,アシライ
でかし	動詞,自立,*,*,五段・サ行,命令k,でかす,デカシ,デカシ
動かし	動詞,自立,*,*,五段・サ行,命令k,動かす,ウゴカシ,ウゴカシ
取組み	動詞,自立,*,*,五段・マ行,命令k,取組む,トリクミ,トリクミ
乗り上げ	動詞,自立,*,*,一段,命令k,乗り上げる,ノリアゲ,ノリアゲ
取り合え	動詞,自立,*,*,一段,命令k,取り合える,トリアエ,トリアエ
ひかれ	動詞,自立,*,*,一段,命令k,ひかれる,ヒカレ,ヒカレ
やぶれ	動詞,自立,*,*,一段,命令k,やぶれる,ヤブレ,ヤブレ
やってき	動詞,自立,*,*,カ変・クル,命令k,やってくる,ヤッテキ,ヤッテキ
送り	動詞,自立,*,*,五段・ラ行,命令k,送る,オクリ,オクリ
いき	動詞,自立,*,*,一段,命令k,いきる,イキ,イキ
ふらし	動詞,自立,*,*,五段・サ行,命令k,ふらす,フラシ,フラシ
上がり	動詞,自立,*,*,五段・ラ行,命令k,上がる,アガリ,アガリ
湯引き	動詞,自立,*,*,五段・カ行イ音便,命令k,湯引く,ユビキ,ユビキ
たまりかね	動詞,自立,*,*,一段,命令k,たまりかねる,タマリカネ,タマリカネ
見立て	動詞,自立,*,*,一段,命令k,見立てる,ミタテ,ミタテ
犯し	動詞,自立,*,*,五段・サ行,命令k,犯す,オカシ,オカシ
高じ	動詞,自立,*,*,一段,命令k,高じる,コウジ,コージ
祓い	動詞,自立,*,*,五段・ワ行促音便,命令k,祓う,ハライ,ハライ
付き合え	動詞,自立,*,*,一段,命令k,付き合える,ツキアエ,ツキアエ
追い求め	動詞,自立,*,*,一段,命令k,追い求める,オイモトメ,オイモトメ
濡れ	動詞,自立,*,*,一段,命令k,濡れる,ヌレ,ヌレ
泣け	動詞,自立,*,*,一段,命令k,泣ける,ナケ,ナケ
入れ替え	動詞,自立,*,*,一段,命令k,入れ替える,イレカエ,イレカエ
ふみ	動詞,自立,*,*,五段・マ行,命令k,ふむ,フミ,フミ
取り	動詞,自立,*,*,五段・ラ行,命令k,取る,トリ,トリ
吠え	動詞,自立,*,*,一段,命令k,吠える,ホエ,ホエ
略し	動詞,自立,*,*,五段・サ行,命令k,略す,リャクシ,リャクシ
潰し	動詞,自立,*,*,五段・サ行,命令k,潰す,ツブシ,ツブシ
さぼり	動詞,自立,*,*,五段・ラ行,命令k,さぼる,サボリ,サボリ
入り乱れ	動詞,自立,*,*,一段,命令k,入り乱れる,イリミダレ,イリミダレ
恐れ入り	動詞,自立,*,*,五段・ラ行,命令k,恐れ入る,オソレイリ,オソレイリ
ついていけ	動詞,自立,*,*,一段,命令k,ついていける,ツイテイケ,ツイテイケ
轢き	動詞,自立,*,*,五段・カ行イ音便,命令k,轢く,ヒキ,ヒキ
うなり	動詞,自立,*,*,五段・ラ行,命令k,うなる,ウナリ,ウナリ
でむかえ	動詞,自立,*,*,一段,命令k,でむかえる,デムカエ,デムカエ
飲み	動詞,自立,*,*,五段・マ行,命令k,飲む,ノミ,ノミ
けせ	動詞,自立,*,*,一段,命令k,けせる,ケセ,ケセ
さがし	動詞,自立,*,*,五段・サ行,命令k,さがす,サガシ,サガシ
飛び出し	動詞,自立,*,*,五段・サ行,命令k,飛び出す,トビダシ,トビダシ
枯れ	動詞,自立,*,*,一段,命令k,枯れる,カレ,カレ
繰り返し	動詞,自立,*,*,五段・サ行,命令k,繰り返す,クリカエシ,クリカエシ
壊れ	動詞,自立,*,*,一段,命令k,壊れる,コワレ,コワレ
通り抜け	動詞,自立,*,*,一段,命令k,通り抜ける,トオリヌケ,トーリヌケ
泳ぎ	動詞,自立,*,*,五段・ガ行,命令k,泳ぐ,オヨギ,オヨギ
ゆるめ	動詞,自立,*,*,一段,命令k,ゆるめる,ユルメ,ユルメ
打ち込め	動詞,自立,*,*,一段,命令k,打ち込める,ウチコメ,ウチコメ
こかし	動詞,自立,*,*,五段・サ行,命令k,こかす,コカシ,コカシ
跨げ	動詞,自立,*,*,一段,命令k,跨げる,マタゲ,マタゲ
切り離し	動詞,自立,*,*,五段・サ行,命令k,切り離す,キリハナシ,キリハナシ
切れ	動詞,非自立,*,*,一段,命令k,切れる,キレ,キレ
わかし	動詞,自立,*,*,五段・サ行,命令k,わかす,ワカシ,ワカシ
かもせ	動詞,自立,*,*,一段,命令k,かもせる,カモセ,カモセ
乗りまわし	動詞,自立,*,*,五段・サ行,命令k,乗りまわす,ノリマワシ,ノリマワシ
疲れ	動詞,自立,*,*,一段,命令k,疲れる,ツカレ,ツカレ
たべ	動詞,自立,*,*,一段,命令k,たべる,タベ,タベ
こき	動詞,自立,*,*,五段・カ行イ音便,命令k,こく,コキ,コキ
なくなり	動詞,自立,*,*,五段・ラ行,命令k,なくなる,ナクナリ,ナクナリ
ゆで	動詞,自立,*,*,一段,命令k,ゆでる,ユデ,ユデ
探り	動詞,自立,*,*,五段・ラ行,命令k,探る,サグリ,サグリ
いに	動詞,自立,*,*,五段・ナ行,命令k,いぬ,イニ,イニ
来い	動詞,自立,*,*,カ変・来ル,命令k,来る,キイ,キー
きい	動詞,自立,*,*,カ変・来ル,命令k,来る,キイ,キー
き	動詞,自立,*,*,カ変・来ル,命令k,来る,キ,キ
切り替え	動詞,自立,*,*,一段,命令k,切り替える,キリカエ,キリカエ
持ち	動詞,自立,*,*,五段・タ行,命令k,持つ,モチ,モチ
落し	動詞,自立,*,*,五段・サ行,命令k,落す,オトシ,オトシ
ひろげ	動詞,自立,*,*,一段,命令k,ひろげる,ヒロゲ,ヒロゲ
載せ	動詞,自立,*,*,一段,命令k,載せる,ノセ,ノセ
いかけ	動詞,自立,*,*,一段,命令k,いかける,イカケ,イカケ
消せ	動詞,自立,*,*,一段,命令k,消せる,ケセ,ケセ
退け	動詞,自立,*,*,一段,命令k,退ける,シリゾケ,シリゾケ
退け	動詞,自立,*,*,一段,命令k,退ける,ドケ,ドケ
退け	動詞,自立,*,*,一段,命令k,退ける,ノケ,ノケ
退け	動詞,自立,*,*,一段,命令k,退ける,ヒケ,ヒケ
はかし	動詞,自立,*,*,五段・サ行,命令k,はかす,ハカシ,ハカシ
がんばり	動詞,自立,*,*,五段・ラ行,命令k,がんばる,ガンバリ,ガンバリ
いとい	動詞,自立,*,*,五段・ワ行ウ音便,命令k,いとう,イトイ,イトイ
はりかえ	動詞,自立,*,*,一段,命令k,はりかえる,ハリカエ,ハリカエ
服せ	動詞,自立,*,*,一段,命令k,服せる,フクセ,フクセ
寄り	動詞,自立,*,*,五段・ラ行,命令k,寄る,ヨリ,ヨリ
崩し	動詞,自立,*,*,五段・サ行,命令k,崩す,クズシ,クズシ
貰い	動詞,自立,*,*,五段・ワ行促音便,命令k,貰う,モライ,モライ
繰り	動詞,自立,*,*,五段・ラ行,命令k,繰る,クリ,クリ
しけ	動詞,自立,*,*,一段,命令k,しける,シケ,シケ
聞け	動詞,自立,*,*,一段,命令k,聞ける,キケ,キケ
祭り	動詞,自立,*,*,五段・ラ行,命令k,祭る,マツリ,マツリ
悔い	動詞,自立,*,*,一段,命令k,悔いる,クイ,クイ
就き	動詞,自立,*,*,五段・カ行イ音便,命令k,就く,ツキ,ツキ
抜け	動詞,自立,*,*,一段,命令k,抜ける,ヌケ,ヌケ
あき	動詞,自立,*,*,一段,命令k,あきる,アキ,アキ
呼びつけ	動詞,自立,*,*,一段,命令k,呼びつける,ヨビツケ,ヨビツケ
たし	動詞,自立,*,*,五段・サ行,命令k,たす,タシ,タシ
こぎ	動詞,自立,*,*,五段・ガ行,命令k,こぐ,コギ,コギ
掘り返し	動詞,自立,*,*,五段・サ行,命令k,掘り返す,ホリカエシ,ホリカエシ
生え	動詞,自立,*,*,一段,命令k,生える,ハエ,ハエ
並べ	動詞,自立,*,*,一段,命令k,並べる,ナラベ,ナラベ
割り	動詞,自立,*,*,五段・ラ行,命令k,割る,ワリ,ワリ
すけ	動詞,自立,*,*,一段,命令k,すける,スケ,スケ
治し	動詞,自立,*,*,五段・サ行,命令k,治す,ナオシ,ナオシ
かぎれ	動詞,自立,*,*,一段,命令k,かぎれる,カギレ,カギレ
掘れ	動詞,自立,*,*,一段,命令k,掘れる,ホレ,ホレ
増やし	動詞,自立,*,*,五段・サ行,命令k,増やす,フヤシ,フヤシ
仕上げ	動詞,自立,*,*,一段,命令k,仕上げる,シアゲ,シアゲ
伸ばし	動詞,自立,*,*,五段・サ行,命令k,伸ばす,ノバシ,ノバシ
黙し	動詞,自立,*,*,五段・サ行,命令k,黙す,モダシ,モダシ
細め	動詞,自立,*,*,一段,命令k,細める,ホソメ,ホソメ
ぼやけ	動詞,自立,*,*,一段,命令k,ぼやける,ボヤケ,ボヤケ
分け	動詞,自立,*,*,一段,命令k,分ける,ワケ,ワケ
遊べ	動詞,自立,*,*,一段,命令k,遊べる,アソベ,アソベ
負け	動詞,自立,*,*,一段,命令k,負ける,マケ,マケ
いわし	動詞,自立,*,*,五段・サ行,命令k,いわす,イワシ,イワシ
ひけ	動詞,自立,*,*,一段,命令k,ひける,ヒケ,ヒケ
覗き	動詞,自立,*,*,五段・カ行イ音便,命令k,覗く,ノゾキ,ノゾキ
潜め	動詞,自立,*,*,一段,命令k,潜める,ヒソメ,ヒソメ
積もり	動詞,自立,*,*,五段・ラ行,命令k,積もる,ツモリ,ツモリ
追いつめ	動詞,自立,*,*,一段,命令k,追いつめる,オイツメ,オイツメ
迎え入れ	動詞,自立,*,*,一段,命令k,迎え入れる,ムカエイレ,ムカエイレ
褒め	動詞,自立,*,*,一段,命令k,褒める,ホメ,ホメ
買え	動詞,自立,*,*,一段,命令k,買える,カエ,カエ
てれ	動詞,自立,*,*,一段,命令k,てれる,テレ,テレ
頼り	動詞,自立,*,*,五段・ラ行,命令k,頼る,タヨリ,タヨリ
こらし	動詞,自立,*,*,五段・サ行,命令k,こらす,コラシ,コラシ
兼ね	動詞,自立,*,*,一段,命令k,兼ねる,カネ,カネ
そこね	動詞,非自立,*,*,一段,命令k,そこねる,ソコネ,ソコネ
近づき	動詞,自立,*,*,五段・カ行イ音便,命令k,近づく,チカヅキ,チカズキ
やり直し	動詞,自立,*,*,五段・サ行,命令k,やり直す,ヤリナオシ,ヤリナオシ
読み直し	動詞,自立,*,*,五段・サ行,命令k,読み直す,ヨミナオシ,ヨミナオシ
どうじ	動詞,自立,*,*,一段,命令k,どうじる,ドウジ,ドージ
問い	動詞,自立,*,*,五段・ワ行促音便,命令k,問う,トイ,トイ
押し込め	動詞,自立,*,*,一段,命令k,押し込める,オシコメ,オシコメ
呼びかけ	動詞,自立,*,*,一段,命令k,呼びかける,ヨビカケ,ヨビカケ
集まり	動詞,自立,*,*,五段・ラ行,命令k,集まる,アツマリ,アツマリ
まかせ	動詞,自立,*,*,一段,命令k,まかせる,マカセ,マカセ
すぎ	動詞,自立,*,*,一段,命令k,すぎる,スギ,スギ
さかせ	動詞,自立,*,*,一段,命令k,さかせる,サカセ,サカセ
とび	動詞,自立,*,*,五段・バ行,命令k,とぶ,トビ,トビ
捕まえ	動詞,自立,*,*,一段,命令k,捕まえる,ツカマエ,ツカマエ
崩れ	動詞,自立,*,*,一段,命令k,崩れる,クズレ,クズレ
凝り	動詞,自立,*,*,五段・ラ行,命令k,凝る,コリ,コリ
凝り	動詞,自立,*,*,五段・ラ行,命令k,凝る,シコリ,シコリ
凝り	動詞,自立,*,*,五段・ラ行,命令k,凝る,コゴリ,コゴリ
そびれ	動詞,自立,*,*,一段,命令k,そびれる,ソビレ,ソビレ
喜べ	動詞,自立,*,*,一段,命令k,喜べる,ヨロコベ,ヨロコベ
盛り上げ	動詞,自立,*,*,一段,命令k,盛り上げる,モリアゲ,モリアゲ
決まり	動詞,自立,*,*,五段・ラ行,命令k,決まる,キマリ,キマリ
議し	動詞,自立,*,*,五段・サ行,命令k,議す,ギシ,ギシ
読め	動詞,自立,*,*,一段,命令k,読める,ヨメ,ヨメ
濁し	動詞,自立,*,*,五段・サ行,命令k,濁す,ニゴシ,ニゴシ
謝り	動詞,自立,*,*,五段・ラ行,命令k,謝る,アヤマリ,アヤマリ
燻し	動詞,自立,*,*,五段・サ行,命令k,燻す,イブシ,イブシ
配し	動詞,自立,*,*,五段・サ行,命令k,配す,ハイシ,ハイシ
こそげ	動詞,自立,*,*,一段,命令k,こそげる,コソゲ,コソゲ
探し出し	動詞,自立,*,*,五段・サ行,命令k,探し出す,サガシダシ,サガシダシ
祈り	動詞,自立,*,*,五段・ラ行,命令k,祈る,イノリ,イノリ
群れ	動詞,自立,*,*,一段,命令k,群れる,ムレ,ムレ
帰れ	動詞,自立,*,*,一段,命令k,帰れる,カエレ,カエレ
叩き	動詞,自立,*,*,五段・カ行イ音便,命令k,叩く,タタキ,タタキ
叩き	動詞,自立,*,*,五段・カ行イ音便,命令k,叩く,ハタキ,ハタキ
飛び起き	動詞,自立,*,*,一段,命令k,飛び起きる,トビオキ,トビオキ
とめ	動詞,自立,*,*,一段,命令k,とめる,トメ,トメ
伝い	動詞,自立,*,*,五段・ワ行促音便,命令k,伝う,ツタイ,ツタイ
学べ	動詞,自立,*,*,一段,命令k,学べる,マナベ,マナベ
取り寄せ	動詞,自立,*,*,一段,命令k,取り寄せる,トリヨセ,トリヨセ
粘り	動詞,自立,*,*,五段・ラ行,命令k,粘る,ネバリ,ネバリ
突っ込み	動詞,自立,*,*,五段・マ行,命令k,突っ込む,ツッコミ,ツッコミ
許せ	動詞,自立,*,*,一段,命令k,許せる,ユルセ,ユルセ
括り	動詞,自立,*,*,五段・ラ行,命令k,括る,ククリ,ククリ
戦い	動詞,自立,*,*,五段・ワ行促音便,命令k,戦う,タタカイ,タタカイ
入り	動詞,自立,*,*,五段・ラ行,命令k,入る,ハイリ,ハイリ
買い	動詞,自立,*,*,五段・ワ行促音便,命令k,買う,カイ,カイ
磨け	動詞,自立,*,*,一段,命令k,磨ける,ミガケ,ミガケ
のこし	動詞,自立,*,*,五段・サ行,命令k,のこす,ノコシ,ノコシ
騙し	動詞,自立,*,*,五段・サ行,命令k,騙す,ダマシ,ダマシ
滑り込み	動詞,自立,*,*,五段・マ行,命令k,滑り込む,スベリコミ,スベリコミ
