引き込みゃ	動詞,自立,*,*,五段・マ行,基本縮約,引き込む,ヒキコミャ,ヒキコミャ
よろこびあえっ	動詞,自立,*,*,一段,基本縮約,よろこびあえる,ヨロコビアエッ,ヨロコビアエッ
積重ねっ	動詞,自立,*,*,一段,基本縮約,積重ねる,ツミカサネッ,ツミカサネッ
捩っ	動詞,自立,*,*,五段・ラ行,基本縮約,捩る,スジッ,スジッ
捩っ	動詞,自立,*,*,五段・ラ行,基本縮約,捩る,モジッ,モジッ
捩っ	動詞,自立,*,*,五段・ラ行,基本縮約,捩る,ヨジッ,ヨジッ
捩っ	動詞,自立,*,*,五段・ラ行,基本縮約,捩る,ネジッ,ネジッ
しわがれっ	動詞,自立,*,*,一段,基本縮約,しわがれる,シワガレッ,シワガレッ
しょくすっ	動詞,自立,*,*,サ変・−スル,基本縮約,しょくする,ショクスッ,ショクスッ
はきだせっ	動詞,自立,*,*,一段,基本縮約,はきだせる,ハキダセッ,ハキダセッ
練り直しゃ	動詞,自立,*,*,五段・サ行,基本縮約,練り直す,ネリナオシャ,ネリナオシャ
下種張っ	動詞,自立,*,*,五段・ラ行,基本縮約,下種張る,ゲスバッ,ゲスバッ
みはからえっ	動詞,自立,*,*,一段,基本縮約,みはからえる,ミハカラエッ,ミハカラエッ
使い果しゃ	動詞,自立,*,*,五段・サ行,基本縮約,使い果す,ツカイハタシャ,ツカイハタシャ
捲っ	動詞,自立,*,*,五段・ラ行,基本縮約,捲る,メクッ,メクッ
記せっ	動詞,自立,*,*,一段,基本縮約,記せる,シルセッ,シルセッ
つれもどしゃ	動詞,自立,*,*,五段・サ行,基本縮約,つれもどす,ツレモドシャ,ツレモドシャ
おっしゃっ	動詞,自立,*,*,五段・ラ行特殊,基本縮約,おっしゃる,オッシャッ,オッシャッ
振り払えっ	動詞,自立,*,*,一段,基本縮約,振り払える,フリハラエッ,フリハラエッ
かりこみゃ	動詞,自立,*,*,五段・マ行,基本縮約,かりこむ,カリコミャ,カリコミャ
差うつむきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,差うつむく,サシウツムキャ,サシウツムキャ
乾かしゃ	動詞,自立,*,*,五段・サ行,基本縮約,乾かす,カワカシャ,カワカシャ
恐れ入っ	動詞,自立,*,*,五段・ラ行,基本縮約,恐れ入る,オソレイッ,オソレイッ
なきくらしゃ	動詞,自立,*,*,五段・サ行,基本縮約,なきくらす,ナキクラシャ,ナキクラシャ
ばくすっ	動詞,自立,*,*,サ変・−スル,基本縮約,ばくする,バクスッ,バクスッ
詠じっ	動詞,自立,*,*,一段,基本縮約,詠じる,エイジッ,エイジッ
抓っ	動詞,自立,*,*,五段・ラ行,基本縮約,抓る,ツメッ,ツメッ
抓っ	動詞,自立,*,*,五段・ラ行,基本縮約,抓る,ツネッ,ツネッ
ちかづきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ちかづく,チカヅキャ,チカズキャ
誤らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,誤らす,アヤマラシャ,アヤマラシャ
たかなっ	動詞,自立,*,*,五段・ラ行,基本縮約,たかなる,タカナッ,タカナッ
横たえっ	動詞,自立,*,*,一段,基本縮約,横たえる,ヨコタエッ,ヨコタエッ
はりまわしゃ	動詞,自立,*,*,五段・サ行,基本縮約,はりまわす,ハリマワシャ,ハリマワシャ
拝みゃ	動詞,自立,*,*,五段・マ行,基本縮約,拝む,オガミャ,オガミャ
ゆるがしゃ	動詞,自立,*,*,五段・サ行,基本縮約,ゆるがす,ユルガシャ,ユルガシャ
ひきずりまわせっ	動詞,自立,*,*,一段,基本縮約,ひきずりまわせる,ヒキズリマワセッ,ヒキズリマワセッ
はらいもどしゃ	動詞,自立,*,*,五段・サ行,基本縮約,はらいもどす,ハライモドシャ,ハライモドシャ
ゆびきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,ゆびく,ユビキャ,ユビキャ
斬っ	動詞,自立,*,*,五段・ラ行,基本縮約,斬る,キッ,キッ
せめおとしゃ	動詞,自立,*,*,五段・サ行,基本縮約,せめおとす,セメオトシャ,セメオトシャ
うちはたしゃ	動詞,自立,*,*,五段・サ行,基本縮約,うちはたす,ウチハタシャ,ウチハタシャ
どよみゃ	動詞,自立,*,*,五段・マ行,基本縮約,どよむ,ドヨミャ,ドヨミャ
ついていけっ	動詞,自立,*,*,一段,基本縮約,ついていける,ツイテイケッ,ツイテイケッ
交じっ	動詞,自立,*,*,五段・ラ行,基本縮約,交じる,マジッ,マジッ
脅えっ	動詞,自立,*,*,一段,基本縮約,脅える,オビエッ,オビエッ
うちけしゃ	動詞,自立,*,*,五段・サ行,基本縮約,うちけす,ウチケシャ,ウチケシャ
轢きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,轢く,ヒキャ,ヒキャ
うけながせっ	動詞,自立,*,*,一段,基本縮約,うけながせる,ウケナガセッ,ウケナガセッ
降やみゃ	動詞,自立,*,*,五段・マ行,基本縮約,降やむ,フリヤミャ,フリヤミャ
うなっ	動詞,自立,*,*,五段・ラ行,基本縮約,うなる,ウナッ,ウナッ
さしつかえっ	動詞,自立,*,*,一段,基本縮約,さしつかえる,サシツカエッ,サシツカエッ
見あたっ	動詞,自立,*,*,五段・ラ行,基本縮約,見あたる,ミアタッ,ミアタッ
脱すっ	動詞,自立,*,*,サ変・−スル,基本縮約,脱する,ダッスッ,ダッスッ
でむかえっ	動詞,自立,*,*,一段,基本縮約,でむかえる,デムカエッ,デムカエッ
けばだちゃ	動詞,自立,*,*,五段・タ行,基本縮約,けばだつ,ケバダチャ,ケバダチャ
生みだしゃ	動詞,自立,*,*,五段・サ行,基本縮約,生みだす,ウミダシャ,ウミダシャ
踏抜きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,踏抜く,フミヌキャ,フミヌキャ
飲みゃ	動詞,自立,*,*,五段・マ行,基本縮約,飲む,ノミャ,ノミャ
立ち込めっ	動詞,自立,*,*,一段,基本縮約,立ち込める,タチコメッ,タチコメッ
肯んずっ	動詞,自立,*,*,サ変・−ズル,基本縮約,肯んずる,ガエンズッ,ガエンズッ
割出しゃ	動詞,自立,*,*,五段・サ行,基本縮約,割出す,ワリダシャ,ワリダシャ
かきなおしゃ	動詞,自立,*,*,五段・サ行,基本縮約,かきなおす,カキナオシャ,カキナオシャ
組み上げっ	動詞,自立,*,*,一段,基本縮約,組み上げる,クミアゲッ,クミアゲッ
けせっ	動詞,自立,*,*,一段,基本縮約,けせる,ケセッ,ケセッ
弁ずっ	動詞,自立,*,*,サ変・−ズル,基本縮約,弁ずる,ベンズッ,ベンズッ
乗あわせっ	動詞,自立,*,*,一段,基本縮約,乗あわせる,ノリアワセッ,ノリアワセッ
統べ括っ	動詞,自立,*,*,五段・ラ行,基本縮約,統べ括る,スベククッ,スベククッ
泣き明かしゃ	動詞,自立,*,*,五段・サ行,基本縮約,泣き明かす,ナキアカシャ,ナキアカシャ
産み付けっ	動詞,自立,*,*,一段,基本縮約,産み付ける,ウミツケッ,ウミツケッ
枝垂れっ	動詞,自立,*,*,一段,基本縮約,枝垂れる,シダレッ,シダレッ
なかせっ	動詞,自立,*,*,一段,基本縮約,なかせる,ナカセッ,ナカセッ
めしよせっ	動詞,自立,*,*,一段,基本縮約,めしよせる,メシヨセッ,メシヨセッ
宣すっ	動詞,自立,*,*,サ変・−スル,基本縮約,宣する,センスッ,センスッ
とびかかっ	動詞,自立,*,*,五段・ラ行,基本縮約,とびかかる,トビカカッ,トビカカッ
奮い起しゃ	動詞,自立,*,*,五段・サ行,基本縮約,奮い起す,フルイオコシャ,フルイオコシャ
思い上がっ	動詞,自立,*,*,五段・ラ行,基本縮約,思い上がる,オモイアガッ,オモイアガッ
さずかっ	動詞,自立,*,*,五段・ラ行,基本縮約,さずかる,サズカッ,サズカッ
いれなおしゃ	動詞,自立,*,*,五段・サ行,基本縮約,いれなおす,イレナオシャ,イレナオシャ
やぶきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,やぶく,ヤブキャ,ヤブキャ
さがしゃ	動詞,自立,*,*,五段・サ行,基本縮約,さがす,サガシャ,サガシャ
つみかさねっ	動詞,自立,*,*,一段,基本縮約,つみかさねる,ツミカサネッ,ツミカサネッ
おもいなおしゃ	動詞,自立,*,*,五段・サ行,基本縮約,おもいなおす,オモイナオシャ,オモイナオシャ
慣しゃ	動詞,自立,*,*,五段・サ行,基本縮約,慣す,ナラシャ,ナラシャ
澄ましゃ	動詞,自立,*,*,五段・サ行,基本縮約,澄ます,スマシャ,スマシャ
心得えっ	動詞,自立,*,*,一段,基本縮約,心得える,ココロエッ,ココロエッ
きばっ	動詞,自立,*,*,五段・ラ行,基本縮約,きばる,キバッ,キバッ
ぬいあわしゃ	動詞,自立,*,*,五段・サ行,基本縮約,ぬいあわす,ヌイアワシャ,ヌイアワシャ
飛び出しゃ	動詞,自立,*,*,五段・サ行,基本縮約,飛び出す,トビダシャ,トビダシャ
絵取っ	動詞,自立,*,*,五段・ラ行,基本縮約,絵取る,エドッ,エドッ
打ち勝ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,打ち勝つ,ウチカチャ,ウチカチャ
節榑立ちゃ	動詞,自立,*,*,五段・タ行,基本縮約,節榑立つ,フシクレダチャ,フシクレダチャ
私すっ	動詞,自立,*,*,サ変・−スル,基本縮約,私する,ワタクシスッ,ワタクシスッ
取り違えっ	動詞,自立,*,*,一段,基本縮約,取り違える,トリチガエッ,トリチガエッ
おひゃらかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,おひゃらかす,オヒャラカシャ,オヒャラカシャ
むちうちゃ	動詞,自立,*,*,五段・タ行,基本縮約,むちうつ,ムチウチャ,ムチウチャ
落延びっ	動詞,自立,*,*,一段,基本縮約,落延びる,オチノビッ,オチノビッ
枯れっ	動詞,自立,*,*,一段,基本縮約,枯れる,カレッ,カレッ
つまだてっ	動詞,自立,*,*,一段,基本縮約,つまだてる,ツマダテッ,ツマダテッ
おちょくっ	動詞,自立,*,*,五段・ラ行,基本縮約,おちょくる,オチョクッ,オチョクッ
取りこぼしゃ	動詞,自立,*,*,五段・サ行,基本縮約,取りこぼす,トリコボシャ,トリコボシャ
揺らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,揺らす,ユラシャ,ユラシャ
払いこみゃ	動詞,自立,*,*,五段・マ行,基本縮約,払いこむ,ハライコミャ,ハライコミャ
取り極めっ	動詞,自立,*,*,一段,基本縮約,取り極める,トリキメッ,トリキメッ
吹き上げっ	動詞,自立,*,*,一段,基本縮約,吹き上げる,フキアゲッ,フキアゲッ
凋みゃ	動詞,自立,*,*,五段・マ行,基本縮約,凋む,シボミャ,シボミャ
清まっ	動詞,自立,*,*,五段・ラ行,基本縮約,清まる,キヨマッ,キヨマッ
近寄っ	動詞,自立,*,*,五段・ラ行,基本縮約,近寄る,チカヨッ,チカヨッ
いとなみゃ	動詞,自立,*,*,五段・マ行,基本縮約,いとなむ,イトナミャ,イトナミャ
かかわれっ	動詞,自立,*,*,一段,基本縮約,かかわれる,カカワレッ,カカワレッ
たくしあげっ	動詞,自立,*,*,一段,基本縮約,たくしあげる,タクシアゲッ,タクシアゲッ
たてつきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,たてつく,タテツキャ,タテツキャ
怖気付きゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,怖気付く,オジケヅキャ,オジケズキャ
繰り返しゃ	動詞,自立,*,*,五段・サ行,基本縮約,繰り返す,クリカエシャ,クリカエシャ
そよふきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,そよふく,ソヨフキャ,ソヨフキャ
壊れっ	動詞,自立,*,*,一段,基本縮約,壊れる,コワレッ,コワレッ
恐がっ	動詞,自立,*,*,五段・ラ行,基本縮約,恐がる,コワガッ,コワガッ
壊せっ	動詞,自立,*,*,一段,基本縮約,壊せる,コワセッ,コワセッ
通り抜けっ	動詞,自立,*,*,一段,基本縮約,通り抜ける,トオリヌケッ,トーリヌケッ
ひきだせっ	動詞,自立,*,*,一段,基本縮約,ひきだせる,ヒキダセッ,ヒキダセッ
泳ぎゃ	動詞,自立,*,*,五段・ガ行,基本縮約,泳ぐ,オヨギャ,オヨギャ
冴えっ	動詞,自立,*,*,一段,基本縮約,冴える,サエッ,サエッ
握りつぶしゃ	動詞,自立,*,*,五段・サ行,基本縮約,握りつぶす,ニギリツブシャ,ニギリツブシャ
手がけっ	動詞,自立,*,*,一段,基本縮約,手がける,テガケッ,テガケッ
やきつけっ	動詞,自立,*,*,一段,基本縮約,やきつける,ヤキツケッ,ヤキツケッ
顧みっ	動詞,自立,*,*,一段,基本縮約,顧みる,カエリミッ,カエリミッ
しあげっ	動詞,自立,*,*,一段,基本縮約,しあげる,シアゲッ,シアゲッ
たたきつぶしゃ	動詞,自立,*,*,五段・サ行,基本縮約,たたきつぶす,タタキツブシャ,タタキツブシャ
敵しゃ	動詞,自立,*,*,五段・サ行,基本縮約,敵す,テキシャ,テキシャ
わかちゃ	動詞,自立,*,*,五段・タ行,基本縮約,わかつ,ワカチャ,ワカチャ
つからしゃ	動詞,自立,*,*,五段・サ行,基本縮約,つからす,ツカラシャ,ツカラシャ
書き記しゃ	動詞,自立,*,*,五段・サ行,基本縮約,書き記す,カキシルシャ,カキシルシャ
吹きだしゃ	動詞,自立,*,*,五段・サ行,基本縮約,吹きだす,フキダシャ,フキダシャ
混ぜっかえしゃ	動詞,自立,*,*,五段・サ行,基本縮約,混ぜっかえす,マゼッカエシャ,マゼッカエシャ
せりだしゃ	動詞,自立,*,*,五段・サ行,基本縮約,せりだす,セリダシャ,セリダシャ
折り返せっ	動詞,自立,*,*,一段,基本縮約,折り返せる,オリカエセッ,オリカエセッ
ゆるめっ	動詞,自立,*,*,一段,基本縮約,ゆるめる,ユルメッ,ユルメッ
引き裂けっ	動詞,自立,*,*,一段,基本縮約,引き裂ける,ヒキサケッ,ヒキサケッ
えがきゃ	動詞,自立,*,*,五段・カ行イ音便,基本縮約,えがく,エガキャ,エガキャ
振りかざしゃ	動詞,自立,*,*,五段・サ行,基本縮約,振りかざす,フリカザシャ,フリカザシャ
入り交じっ	動詞,自立,*,*,五段・ラ行,基本縮約,入り交じる,イリマジッ,イリマジッ
たいらぎゃ	動詞,自立,*,*,五段・ガ行,基本縮約,たいらぐ,タイラギャ,タイラギャ
わきおこせっ	動詞,自立,*,*,一段,基本縮約,わきおこせる,ワキオコセッ,ワキオコセッ
撫でつけっ	動詞,自立,*,*,一段,基本縮約,撫でつける,ナデツケッ,ナデツケッ
嫌がっ	動詞,自立,*,*,五段・ラ行,基本縮約,嫌がる,イヤガッ,イヤガッ
打ち込めっ	動詞,自立,*,*,一段,基本縮約,打ち込める,ウチコメッ,ウチコメッ
こかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,こかす,コカシャ,コカシャ
変ずっ	動詞,自立,*,*,サ変・−ズル,基本縮約,変ずる,ヘンズッ,ヘンズッ
托すっ	動詞,自立,*,*,サ変・−スル,基本縮約,托する,タクスッ,タクスッ
もちかえっ	動詞,自立,*,*,五段・ラ行,基本縮約,もちかえる,モチカエッ,モチカエッ
跨げっ	動詞,自立,*,*,一段,基本縮約,跨げる,マタゲッ,マタゲッ
点っ	動詞,自立,*,*,五段・ラ行,基本縮約,点る,トモッ,トモッ
切り離しゃ	動詞,自立,*,*,五段・サ行,基本縮約,切り離す,キリハナシャ,キリハナシャ
切れっ	動詞,非自立,*,*,一段,基本縮約,切れる,キレッ,キレッ
わかしゃ	動詞,自立,*,*,五段・サ行,基本縮約,わかす,ワカシャ,ワカシャ
かもせっ	動詞,自立,*,*,一段,基本縮約,かもせる,カモセッ,カモセッ
けんじっ	動詞,自立,*,*,一段,基本縮約,けんじる,ケンジッ,ケンジッ
辷らしゃ	動詞,自立,*,*,五段・サ行,基本縮約,辷らす,スベラシャ,スベラシャ
還っ	動詞,自立,*,*,五段・ラ行,基本縮約,還る,カエッ,カエッ
待ち設けっ	動詞,自立,*,*,一段,基本縮約,待ち設ける,マチモウケッ,マチモーケッ
住みつべっ	動詞,自立,*,*,一段,基本縮約,住みつべる,スミツベッ,スミツベッ
こねかえしゃ	動詞,自立,*,*,五段・サ行,基本縮約,こねかえす,コネカエシャ,コネカエシャ
さしむけっ	動詞,自立,*,*,一段,基本縮約,さしむける,サシムケッ,サシムケッ
弁えっ	動詞,自立,*,*,一段,基本縮約,弁える,ワキマエッ,ワキマエッ
