とん	動詞,非自立,*,*,五段・ラ行,未然特殊,て＋おる,トン,トン
呼込まん	動詞,自立,*,*,五段・マ行,未然特殊,呼込む,ヨビコマン,ヨビコマン
立て込まん	動詞,自立,*,*,五段・マ行,未然特殊,立て込む,タテコマン,タテコマン
掻き鳴らさん	動詞,自立,*,*,五段・サ行,未然特殊,掻き鳴らす,カキナラサン,カキナラサン
まじろがん	動詞,自立,*,*,五段・ガ行,未然特殊,まじろぐ,マジロガン,マジロガン
乾し殺さん	動詞,自立,*,*,五段・サ行,未然特殊,乾し殺す,ホシコロサン,ホシコロサン
勝たん	動詞,自立,*,*,五段・タ行,未然特殊,勝つ,カタン,カタン
磨き込まん	動詞,自立,*,*,五段・マ行,未然特殊,磨き込む,ミガキコマン,ミガキコマン
秘さん	動詞,自立,*,*,五段・サ行,未然特殊,秘す,ヒサン,ヒサン
取っ組まん	動詞,自立,*,*,五段・マ行,未然特殊,取っ組む,トックマン,トックマン
だまさん	動詞,自立,*,*,五段・サ行,未然特殊,だます,ダマサン,ダマサン
僻まん	動詞,自立,*,*,五段・マ行,未然特殊,僻む,ヒガマン,ヒガマン
引きずり出さん	動詞,自立,*,*,五段・サ行,未然特殊,引きずり出す,ヒキズリダサン,ヒキズリダサン
絞め殺さん	動詞,自立,*,*,五段・サ行,未然特殊,絞め殺す,シメコロサン,シメコロサン
量りこまん	動詞,自立,*,*,五段・マ行,未然特殊,量りこむ,ハカリコマン,ハカリコマン
言いふらさん	動詞,自立,*,*,五段・サ行,未然特殊,言いふらす,イイフラサ,イーフラサ
見顕さん	動詞,自立,*,*,五段・サ行,未然特殊,見顕す,ミアラワサン,ミアラワサン
かいならさん	動詞,自立,*,*,五段・サ行,未然特殊,かいならす,カイナラサン,カイナラサン
楽しまん	動詞,自立,*,*,五段・マ行,未然特殊,楽しむ,タノシマン,タノシマン
おかけいたさん	動詞,自立,*,*,五段・サ行,未然特殊,おかけいたす,オカケイタサン,オカケイタサン
ぶちこまん	動詞,自立,*,*,五段・マ行,未然特殊,ぶちこむ,ブチコマン,ブチコマン
語り継がん	動詞,自立,*,*,五段・ガ行,未然特殊,語り継ぐ,カタリツガン,カタリツガン
問返さん	動詞,自立,*,*,五段・サ行,未然特殊,問返す,トイカエサン,トイカエサン
撰ばん	動詞,自立,*,*,五段・バ行,未然特殊,撰ぶ,エラバン,エラバン
つかさん	動詞,自立,*,*,五段・サ行,未然特殊,つかす,ツカサン,ツカサン
ふるい落とさん	動詞,自立,*,*,五段・サ行,未然特殊,ふるい落とす,フルイオトサン,フルイオトサン
とりのこさん	動詞,自立,*,*,五段・サ行,未然特殊,とりのこす,トリノコサン,トリノコサン
空かさん	動詞,自立,*,*,五段・サ行,未然特殊,空かす,スカサン,スカサン
そがん	動詞,自立,*,*,五段・ガ行,未然特殊,そぐ,ソガン,ソガン
禦がん	動詞,自立,*,*,五段・ガ行,未然特殊,禦ぐ,フセガン,フセガン
見逃さん	動詞,自立,*,*,五段・サ行,未然特殊,見逃す,ミノガサン,ミノガサン
めりこまん	動詞,自立,*,*,五段・マ行,未然特殊,めりこむ,メリコマン,メリコマン
めいうたん	動詞,自立,*,*,五段・タ行,未然特殊,めいうつ,メイウタン,メイウタン
しめしあわさん	動詞,自立,*,*,五段・サ行,未然特殊,しめしあわす,シメシアワサン,シメシアワサン
のめり込まん	動詞,自立,*,*,五段・マ行,未然特殊,のめり込む,ノメリコマン,ノメリコマン
気付かさん	動詞,自立,*,*,五段・サ行,未然特殊,気付かす,キヅカサン,キズカサン
殺さん	動詞,自立,*,*,五段・サ行,未然特殊,殺す,コロサン,コロサン
とびたたん	動詞,自立,*,*,五段・タ行,未然特殊,とびたつ,トビタタン,トビタタン
切廻さん	動詞,自立,*,*,五段・サ行,未然特殊,切廻す,キリマワサン,キリマワサン
打ち出さん	動詞,自立,*,*,五段・サ行,未然特殊,打ち出す,ウチダサン,ウチダサン
冷まさん	動詞,自立,*,*,五段・サ行,未然特殊,冷ます,サマサン,サマサン
割り戻さん	動詞,自立,*,*,五段・サ行,未然特殊,割り戻す,ワリモドサン,ワリモドサン
ひきころさん	動詞,自立,*,*,五段・サ行,未然特殊,ひきころす,ヒキコロサン,ヒキコロサン
ひりださん	動詞,自立,*,*,五段・サ行,未然特殊,ひりだす,ヒリダサン,ヒリダサン
なきあかさん	動詞,自立,*,*,五段・サ行,未然特殊,なきあかす,ナキアカサン,ナキアカサン
荒ばん	動詞,自立,*,*,五段・バ行,未然特殊,荒ぶ,スサバン,スサバン
倒さん	動詞,自立,*,*,五段・サ行,未然特殊,倒す,タオサン,タオサン
勢い込まん	動詞,自立,*,*,五段・マ行,未然特殊,勢い込む,イキオイコマン,イキオイコマン
口ずさまん	動詞,自立,*,*,五段・マ行,未然特殊,口ずさむ,クチズサマン,クチズサマン
尽さん	動詞,自立,*,*,五段・サ行,未然特殊,尽す,ツクサン,ツクサン
討ち滅ぼさん	動詞,自立,*,*,五段・サ行,未然特殊,討ち滅ぼす,ウチホロボサン,ウチホロボサン
嗅がん	動詞,自立,*,*,五段・ガ行,未然特殊,嗅ぐ,カガン,カガン
買いこまん	動詞,自立,*,*,五段・マ行,未然特殊,買いこむ,カイコマン,カイコマン
買戻さん	動詞,自立,*,*,五段・サ行,未然特殊,買戻す,カイモドサン,カイモドサン
たちつくさん	動詞,自立,*,*,五段・サ行,未然特殊,たちつくす,タチツクサン,タチツクサン
奮い立たん	動詞,自立,*,*,五段・タ行,未然特殊,奮い立つ,フルイタタン,フルイタタン
そそがん	動詞,自立,*,*,五段・ガ行,未然特殊,そそぐ,ソソガン,ソソガン
かこまん	動詞,自立,*,*,五段・マ行,未然特殊,かこむ,カコマン,カコマン
よどまん	動詞,自立,*,*,五段・マ行,未然特殊,よどむ,ヨドマン,ヨドマン
うりいそがん	動詞,自立,*,*,五段・ガ行,未然特殊,うりいそぐ,ウリイソガン,ウリイソガン
好きこのまん	動詞,自立,*,*,五段・マ行,未然特殊,好きこのむ,スキコノマン,スキコノマン
かきくらさん	動詞,自立,*,*,五段・サ行,未然特殊,かきくらす,カキクラサン,カキクラサン
のまん	動詞,自立,*,*,五段・マ行,未然特殊,のむ,ノマン,ノマン
育たん	動詞,自立,*,*,五段・タ行,未然特殊,育つ,ソダタン,ソダタン
あいうたん	動詞,自立,*,*,五段・タ行,未然特殊,あいうつ,アイウタン,アイウタン
落たん	動詞,自立,*,*,五段・タ行,未然特殊,落つ,オタン,オタン
綻ばん	動詞,自立,*,*,五段・バ行,未然特殊,綻ぶ,ホコロバン,ホコロバン
赤らまん	動詞,自立,*,*,五段・マ行,未然特殊,赤らむ,アカラマン,アカラマン
ぬかるまん	動詞,自立,*,*,五段・マ行,未然特殊,ぬかるむ,ヌカルマン,ヌカルマン
読みこなさん	動詞,自立,*,*,五段・サ行,未然特殊,読みこなす,ヨミコナサン,ヨミコナサン
学ばん	動詞,自立,*,*,五段・バ行,未然特殊,学ぶ,マナバン,マナバン
ほれこまん	動詞,自立,*,*,五段・マ行,未然特殊,ほれこむ,ホレコマン,ホレコマン
買い戻さん	動詞,自立,*,*,五段・サ行,未然特殊,買い戻す,カイモドサン,カイモドサン
蒔き直さん	動詞,自立,*,*,五段・サ行,未然特殊,蒔き直す,マキナオサン,マキナオサン
黙り込まん	動詞,自立,*,*,五段・マ行,未然特殊,黙り込む,ダマリコマン,ダマリコマン
ひきおこさん	動詞,自立,*,*,五段・サ行,未然特殊,ひきおこす,ヒキオコサン,ヒキオコサン
見込まん	動詞,自立,*,*,五段・マ行,未然特殊,見込む,ミコマン,ミコマン
こきおろさん	動詞,自立,*,*,五段・サ行,未然特殊,こきおろす,コキオロサン,コキオロサン
抜き放たん	動詞,自立,*,*,五段・タ行,未然特殊,抜き放つ,ヌキハナタン,ヌキハナタン
剥さん	動詞,自立,*,*,五段・サ行,未然特殊,剥す,ハガサン,ハガサン
疎まん	動詞,自立,*,*,五段・マ行,未然特殊,疎む,ウトマン,ウトマン
のぞきこまん	動詞,自立,*,*,五段・マ行,未然特殊,のぞきこむ,ノゾキコマン,ノゾキコマン
死さん	動詞,自立,*,*,五段・サ行,未然特殊,死す,シサン,シサン
もりころさん	動詞,自立,*,*,五段・サ行,未然特殊,もりころす,モリコロサン,モリコロサン
にがさん	動詞,自立,*,*,五段・サ行,未然特殊,にがす,ニガサン,ニガサン
みわたさん	動詞,自立,*,*,五段・サ行,未然特殊,みわたす,ミワタサン,ミワタサン
沸かさん	動詞,自立,*,*,五段・サ行,未然特殊,沸かす,ワカサン,ワカサン
励まさん	動詞,自立,*,*,五段・サ行,未然特殊,励ます,ハゲマサン,ハゲマサン
突き返さん	動詞,自立,*,*,五段・サ行,未然特殊,突き返す,ツキカエサン,ツキカエサン
費やさん	動詞,自立,*,*,五段・サ行,未然特殊,費やす,ツイヤサン,ツイヤサン
掃出さん	動詞,自立,*,*,五段・サ行,未然特殊,掃出す,ハキダサン,ハキダサン
思い込まん	動詞,自立,*,*,五段・マ行,未然特殊,思い込む,オモイコマン,オモイコマン
擂り潰さん	動詞,自立,*,*,五段・サ行,未然特殊,擂り潰す,スリツブサン,スリツブサン
たるまん	動詞,自立,*,*,五段・マ行,未然特殊,たるむ,タルマン,タルマン
誑さん	動詞,自立,*,*,五段・サ行,未然特殊,誑す,タラサン,タラサン
求まん	動詞,自立,*,*,五段・マ行,未然特殊,求む,モトマン,モトマン
産み落とさん	動詞,自立,*,*,五段・サ行,未然特殊,産み落とす,ウミオトサン,ウミオトサン
吊るさん	動詞,自立,*,*,五段・サ行,未然特殊,吊るす,ツルサン,ツルサン
注さん	動詞,自立,*,*,五段・サ行,未然特殊,注す,ササン,ササン
読みささん	動詞,自立,*,*,五段・サ行,未然特殊,読みさす,ヨミササン,ヨミササン
追い返さん	動詞,自立,*,*,五段・サ行,未然特殊,追い返す,オイカエサン,オイカエサン
見透さん	動詞,自立,*,*,五段・サ行,未然特殊,見透す,ミトオサ,ミトーサ
引っ込まん	動詞,自立,*,*,五段・マ行,未然特殊,引っ込む,ヒッコマン,ヒッコマン
峙たん	動詞,自立,*,*,五段・タ行,未然特殊,峙つ,ソバダタン,ソバダタン
ながれこまん	動詞,自立,*,*,五段・マ行,未然特殊,ながれこむ,ナガレコマン,ナガレコマン
流行らさん	動詞,自立,*,*,五段・サ行,未然特殊,流行らす,ハヤラサン,ハヤラサン
みなおさん	動詞,自立,*,*,五段・サ行,未然特殊,みなおす,ミナオサン,ミナオサン
興さん	動詞,自立,*,*,五段・サ行,未然特殊,興す,オコサン,オコサン
映し出さん	動詞,自立,*,*,五段・サ行,未然特殊,映し出す,ウツシダサン,ウツシダサン
ふみこさん	動詞,自立,*,*,五段・サ行,未然特殊,ふみこす,フミコサン,フミコサン
忍び込まん	動詞,自立,*,*,五段・マ行,未然特殊,忍び込む,シノビコマン,シノビコマン
投げ出さん	動詞,自立,*,*,五段・サ行,未然特殊,投げ出す,ナゲダサン,ナゲダサン
引きかえさん	動詞,自立,*,*,五段・サ行,未然特殊,引きかえす,ヒキカエサン,ヒキカエサン
悼まん	動詞,自立,*,*,五段・マ行,未然特殊,悼む,イタマン,イタマン
ゆずりわたさん	動詞,自立,*,*,五段・サ行,未然特殊,ゆずりわたす,ユズリワタサン,ユズリワタサン
寝かさん	動詞,自立,*,*,五段・サ行,未然特殊,寝かす,ネカサン,ネカサン
くいつぶさん	動詞,自立,*,*,五段・サ行,未然特殊,くいつぶす,クイツブサン,クイツブサン
かきまわさん	動詞,自立,*,*,五段・サ行,未然特殊,かきまわす,カキマワサン,カキマワサン
飲みつぶさん	動詞,自立,*,*,五段・サ行,未然特殊,飲みつぶす,ノミツブサン,ノミツブサン
もうしあわさん	動詞,自立,*,*,五段・サ行,未然特殊,もうしあわす,モウシアワサ,モーシアワサ
顕さん	動詞,自立,*,*,五段・サ行,未然特殊,顕す,アラワサン,アラワサン
書残さん	動詞,自立,*,*,五段・サ行,未然特殊,書残す,カキノコサン,カキノコサン
取りださん	動詞,自立,*,*,五段・サ行,未然特殊,取りだす,トリダサン,トリダサン
しのばん	動詞,自立,*,*,五段・バ行,未然特殊,しのぶ,シノバン,シノバン
おもいなやまん	動詞,自立,*,*,五段・マ行,未然特殊,おもいなやむ,オモイナヤマン,オモイナヤマン
でくわさん	動詞,自立,*,*,五段・サ行,未然特殊,でくわす,デクワサン,デクワサン
持ち崩さん	動詞,自立,*,*,五段・サ行,未然特殊,持ち崩す,モチクズサン,モチクズサン
ふみつぶさん	動詞,自立,*,*,五段・サ行,未然特殊,ふみつぶす,フミツブサン,フミツブサン
片さん	動詞,自立,*,*,五段・サ行,未然特殊,片す,カタサン,カタサン
なりたたん	動詞,自立,*,*,五段・タ行,未然特殊,なりたつ,ナリタタン,ナリタタン
くいあらさん	動詞,自立,*,*,五段・サ行,未然特殊,くいあらす,クイアラサン,クイアラサン
おわらさん	動詞,自立,*,*,五段・サ行,未然特殊,おわらす,オワラサン,オワラサン
とりひしがん	動詞,自立,*,*,五段・ガ行,未然特殊,とりひしぐ,トリヒシガン,トリヒシガン
せめさいなまん	動詞,自立,*,*,五段・マ行,未然特殊,せめさいなむ,セメサイナマン,セメサイナマン
害さん	動詞,自立,*,*,五段・サ行,未然特殊,害す,ガイサン,ガイサン
聞さん	動詞,自立,*,*,五段・サ行,未然特殊,聞す,キコサン,キコサン
滑らさん	動詞,自立,*,*,五段・サ行,未然特殊,滑らす,スベラサン,スベラサン
捩じこまん	動詞,自立,*,*,五段・マ行,未然特殊,捩じこむ,ネジコマン,ネジコマン
